0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	

0 	0 	0 	3 	2 	0 	0 	0 	0 	0 	0 	0 	4 	0 	3 	0 	6 	1 	0 	0 	0 	6 	13 	13 	0 	9 	5 	16 	13 	3 	0 	2 	2 	0 	4 	11 	20 	11 	9 	1 	8 	8 	4 	0 	0 	0 	2 	2 	0 	0 	0 	0 	6 	16 	9 	15 	9 	26 	1 	13 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	6 	18 	0 	0 	13 	0 	0 	20 	18 	0 	0 	7 	0 	14 	0 	17 	9 	10 	9 	0 	7 	13 	4 	0 	4 	5 	6 	17 	4 	0 	2 	0 	0 	4 	3 	22 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	2 	
8 	4 	2 	7 	8 	0 	0 	0 	0 	0 	0 	2 	2 	14 	1 	10 	10 	10 	3 	11 	17 	3 	3 	12 	14 	4 	14 	0 	0 	0 	0 	2 	0 	0 	0 	17 	12 	8 	16 	6 	0 	4 	9 	4 	0 	0 	4 	5 	4 	4 	0 	0 	0 	2 	9 	18 	12 	8 	16 	2 	
0 	1 	3 	0 	0 	12 	11 	2 	10 	4 	8 	6 	0 	0 	0 	0 	0 	17 	8 	0 	0 	0 	0 	0 	0 	0 	1 	0 	17 	8 	0 	0 	0 	0 	0 	0 	0 	1 	2 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	5 	6 	0 	0 	6 	10 	0 	0 	7 	0 	2 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	8 	17 	6 	11 	9 	1 	6 	0 	4 	10 	9 	4 	13 	0 	0 	2 	0 	0 	0 	0 	3 	0 	3 	0 	0 	0 	1 	3 	11 	16 	17 	9 	0 	0 	4 	0 	0 	0 	0 	0 	0 	2 	15 	16 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	8 	2 	8 	4 	12 	7 	18 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	4 	11 	23 	9 	11 	13 	2 	0 	0 	5 	3 	0 	0 	0 	0 	3 	1 	0 	0 	0 	3 	0 	0 	0 	4 	0 	0 	1 	
0 	1 	7 	3 	0 	5 	0 	0 	10 	16 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	2 	19 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7 	13 	13 	10 	2 	0 	0 	0 	0 	14 	2 	0 	11 	17 	7 	0 	
0 	0 	0 	0 	0 	11 	13 	5 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	12 	14 	2 	0 	0 	2 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	9 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7 	13 	5 	0 	0 	2 	0 	2 	6 	2 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	4 	3 	0 	0 	4 	5 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	7 	9 	17 	13 	17 	15 	17 	9 	9 	10 	11 	12 	5 	12 	9 	3 	0 	0 	6 	1 	5 	3 	2 	0 	1 	0 	0 	1 	
2 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	2 	0 	2 	0 	0 	0 	0 	0 	6 	0 	0 	0 	0 	0 	1 	0 	0 	1 	16 	1 	12 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	2 	1 	3 	6 	5 	1 	2 	0 	1 	0 	1 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	3 	0 	0 	0 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	4 	0 	0 	0 	0 	5 	
13 	16 	0 	5 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	10 	0 	0 	1 	0 	1 	0 	0 	0 	0 	1 	1 	0 	0 	1 	5 	0 	0 	0 	0 	0 	0 	0 	
0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	

0 	0 	0 	0 	1 	0 	0 	6 	4 	0 	0 	1 	3 	0 	2 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	3 	1 	9 	5 	5 	7 	0 	0 	0 	0 	0 	3 	6 	2 	12 	0 	0 	4 	2 	7 	4 	5 	3 	6 	0 	0 	0 	0 	0 	0 	5 	1 	8 	0 	1 	
2 	10 	0 	0 	1 	4 	4 	8 	4 	0 	0 	2 	1 	0 	5 	3 	2 	2 	7 	3 	1 	0 	6 	0 	1 	1 	1 	3 	0 	3 	5 	2 	6 	1 	8 	3 	5 	0 	0 	0 	0 	1 	2 	3 	0 	1 	2 	5 	3 	2 	0 	0 	0 	0 	4 	0 	1 	1 	6 	5 	
5 	7 	1 	4 	1 	0 	1 	0 	0 	0 	2 	3 	2 	3 	5 	2 	6 	6 	5 	3 	7 	2 	3 	2 	7 	7 	3 	4 	0 	0 	0 	1 	0 	0 	0 	0 	2 	0 	4 	0 	2 	0 	2 	10 	0 	1 	2 	0 	1 	3 	3 	6 	0 	1 	0 	0 	3 	2 	1 	2 	
3 	0 	1 	4 	8 	3 	4 	1 	5 	3 	8 	4 	2 	1 	4 	7 	4 	0 	0 	4 	1 	0 	0 	4 	5 	1 	2 	2 	1 	4 	0 	2 	2 	2 	3 	0 	0 	0 	1 	2 	0 	3 	3 	4 	0 	2 	1 	0 	5 	1 	0 	1 	2 	0 	0 	0 	4 	5 	2 	10 	
1 	1 	7 	5 	10 	1 	0 	0 	0 	4 	7 	1 	5 	7 	9 	3 	1 	4 	2 	1 	0 	0 	1 	2 	1 	5 	4 	6 	0 	0 	2 	0 	0 	1 	1 	2 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	4 	4 	1 	3 	5 	8 	6 	1 	0 	0 	3 	1 	
3 	2 	0 	3 	1 	1 	0 	1 	1 	3 	1 	3 	1 	5 	6 	0 	3 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	3 	1 	1 	3 	6 	4 	0 	1 	0 	6 	2 	4 	1 	3 	1 	0 	0 	0 	1 	1 	1 	0 	0 	0 	2 	5 	3 	1 	0 	0 	
0 	0 	0 	0 	1 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	3 	0 	0 	0 	0 	2 	0 	0 	2 	0 	3 	0 	1 	0 	2 	5 	2 	0 	4 	0 	4 	0 	0 	5 	1 	0 	0 	0 	0 	2 	2 	0 	2 	1 	0 	4 	2 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	2 	0 	3 	0 	2 	2 	0 	1 	0 	6 	3 	0 	0 	1 	0 	3 	0 	0 	0 	0 	0 	0 	1 	6 	6 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	5 	0 	0 	0 	
9 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	6 	4 	6 	0 	3 	5 	1 	
2 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	2 	1 	1 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	9 	14 	6 	1 	1 	0 	4 	3 	5 	9 	5 	4 	8 	2 	2 	1 	0 	0 	2 	1 	3 	0 	0 	0 	1 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	3 	1 	
0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	

0 	0 	1 	6 	4 	12 	12 	2 	7 	4 	2 	8 	2 	8 	13 	7 	7 	1 	0 	15 	10 	0 	0 	0 	10 	7 	7 	9 	3 	0 	0 	0 	0 	0 	4 	6 	1 	3 	0 	0 	0 	0 	0 	0 	0 	11 	2 	5 	2 	0 	0 	0 	11 	13 	8 	8 	3 	0 	0 	0 	
0 	1 	0 	0 	0 	9 	6 	9 	2 	0 	0 	14 	12 	8 	7 	6 	1 	0 	0 	7 	15 	9 	5 	1 	7 	10 	10 	10 	0 	0 	0 	10 	14 	15 	10 	0 	0 	0 	7 	0 	0 	0 	0 	0 	0 	8 	14 	11 	7 	0 	0 	0 	5 	8 	14 	14 	14 	7 	0 	0 	
0 	0 	0 	0 	12 	17 	12 	13 	2 	0 	0 	0 	16 	14 	13 	7 	10 	1 	0 	0 	8 	16 	18 	2 	0 	0 	0 	0 	0 	12 	13 	7 	1 	0 	0 	0 	7 	19 	13 	11 	2 	1 	0 	7 	16 	5 	10 	11 	1 	0 	0 	0 	0 	0 	0 	0 	9 	18 	3 	16 	
9 	18 	12 	9 	0 	0 	0 	0 	0 	0 	7 	17 	12 	9 	9 	0 	0 	0 	0 	14 	12 	11 	10 	2 	0 	5 	5 	2 	7 	8 	0 	0 	0 	0 	0 	6 	9 	11 	9 	12 	7 	2 	0 	0 	0 	0 	0 	0 	3 	16 	9 	7 	14 	7 	10 	1 	0 	1 	10 	12 	
8 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 	9 	11 	2 	12 	13 	5 	0 	0 	0 	0 	16 	13 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	10 	16 	13 	6 	0 	3 	7 	11 	6 	4 	2 	12 	7 	5 	9 	7 	10 	14 	9 	0 	
